Name,StudyHours,Attendance,Result,ResultNumeric,TotalMarks
Student_6239,8.67,67.14,Pass,1,100.0
Student_6240,8.94,84.07,Pass,1,100.0
Student_6241,9.2,70.06,Pass,1,100.0
Student_6242,0.95,76.26,Pass,1,58.03
Student_6243,5.44,58.17,Pass,1,76.03
Student_6244,7.41,52.02,Pass,1,90.48
Student_6245,7.57,72.55,Pass,1,100.0
Student_6246,6.07,66.41,Pass,1,77.9
Student_6247,1.67,63.41,Pass,1,44.09
Student_6248,7.97,80.35,Pass,1,100.0
Student_6249,7.2,81.43,Pass,1,100.0
Student_6250,0.86,42.76,Fail,0,37.52
Student_6251,4.64,60.32,Pass,1,65.28
Student_6252,1.74,64.71,Pass,1,55.57
Student_6253,3.37,45.81,Pass,1,47.56
Student_6254,0.18,54.15,Fail,0,32.17
Student_6255,4.0,43.1,Pass,1,52.54
Student_6256,5.5,99.77,Pass,1,100.0
Student_6257,6.2,84.19,Pass,1,93.42
Student_6258,6.63,45.25,Pass,1,79.58
Student_6259,8.36,41.21,Pass,1,82.97
Student_6260,2.15,83.16,Pass,1,75.09
Student_6261,1.2,66.35,Pass,1,51.42
Student_6262,8.52,87.21,Pass,1,100.0
Student_6263,1.57,95.41,Pass,1,77.18
Student_6264,9.75,75.96,Pass,1,100.0
Student_6265,8.43,51.23,Pass,1,99.28
Student_6266,5.01,86.93,Pass,1,92.9
Student_6267,9.81,97.35,Pass,1,100.0
Student_6268,0.97,74.81,Pass,1,50.18
Student_6269,3.03,80.92,Pass,1,71.72
Student_6270,6.38,60.25,Pass,1,91.24
Student_6271,3.5,62.89,Pass,1,67.12
Student_6272,9.28,84.08,Pass,1,100.0
Student_6273,0.66,95.67,Pass,1,55.68
Student_6274,5.49,77.74,Pass,1,98.05
Student_6275,5.91,87.39,Pass,1,96.41
Student_6276,6.53,50.3,Pass,1,87.36
Student_6277,2.56,52.72,Pass,1,52.99
Student_6278,3.65,71.92,Pass,1,65.88
Student_6279,8.44,50.59,Pass,1,100.0
Student_6280,1.95,78.1,Pass,1,63.73
Student_6281,8.27,57.5,Pass,1,100.0
Student_6282,5.63,87.49,Pass,1,96.62
Student_6283,7.62,88.49,Pass,1,100.0
Student_6284,7.14,67.83,Pass,1,89.01
Student_6285,2.08,50.85,Pass,1,44.65
Student_6286,5.69,78.81,Pass,1,86.44
Student_6287,8.68,99.57,Pass,1,100.0
Student_6288,4.32,77.36,Pass,1,83.34
Student_6289,9.67,42.15,Pass,1,99.63
Student_6290,4.52,41.04,Pass,1,65.1
Student_6291,1.43,59.22,Pass,1,42.69
Student_6292,3.89,51.75,Pass,1,66.6
Student_6293,9.52,88.78,Pass,1,100.0
Student_6294,3.2,90.69,Pass,1,85.08
Student_6295,8.68,55.52,Pass,1,100.0
Student_6296,8.81,59.54,Pass,1,95.58
Student_6297,3.5,54.17,Pass,1,63.41
Student_6298,0.83,94.5,Pass,1,62.71
Student_6299,7.25,70.16,Pass,1,95.2
Student_6300,3.12,79.37,Pass,1,69.8
Student_6301,7.83,64.93,Pass,1,100.0
Student_6302,4.43,77.86,Pass,1,76.47
Student_6303,4.85,63.15,Pass,1,79.03
Student_6304,7.78,60.38,Pass,1,99.56
Student_6305,3.82,78.07,Pass,1,75.62
Student_6306,4.43,75.46,Pass,1,83.94
Student_6307,3.76,57.61,Pass,1,72.81
Student_6308,3.67,48.96,Pass,1,57.26
Student_6309,5.26,62.11,Pass,1,78.13
Student_6310,8.09,64.91,Pass,1,100.0
Student_6311,3.62,77.72,Pass,1,80.18
Student_6312,5.24,94.87,Pass,1,98.2
Student_6313,6.71,42.17,Pass,1,77.46
Student_6314,2.69,54.62,Pass,1,43.2
Student_6315,2.78,51.62,Pass,1,49.32
Student_6316,9.33,70.14,Pass,1,100.0
Student_6317,7.24,65.78,Pass,1,100.0
Student_6318,5.77,83.74,Pass,1,95.18
Student_6319,6.48,54.54,Pass,1,83.15
Student_6320,0.29,75.67,Pass,1,47.68
Student_6321,6.18,93.03,Pass,1,100.0
Student_6322,5.1,94.64,Pass,1,100.0
Student_6323,5.46,97.53,Pass,1,100.0
Student_6324,3.59,86.4,Pass,1,88.65
Student_6325,0.81,94.36,Pass,1,66.51
Student_6326,1.93,54.07,Pass,1,47.73
Student_6327,9.51,51.85,Pass,1,100.0
Student_6328,4.09,40.39,Pass,1,53.55
Student_6329,4.67,82.41,Pass,1,82.45
Student_6330,0.53,96.25,Pass,1,58.98
Student_6331,0.38,51.22,Fail,0,36.39
Student_6332,7.17,78.22,Pass,1,100.0
Student_6333,5.38,84.79,Pass,1,93.14
Student_6334,5.09,95.66,Pass,1,90.11
Student_6335,2.43,78.81,Pass,1,69.13
Student_6336,7.45,98.22,Pass,1,100.0
Student_6337,1.68,60.68,Pass,1,45.19
Student_6338,1.9,61.0,Pass,1,57.89
Student_6339,4.61,72.58,Pass,1,86.33
Student_6340,2.86,63.01,Pass,1,62.56
Student_6341,2.47,40.09,Pass,1,45.19
Student_6342,6.45,83.91,Pass,1,99.29
Student_6343,6.51,85.1,Pass,1,99.28
Student_6344,8.25,84.82,Pass,1,100.0
Student_6345,4.18,60.7,Pass,1,62.29
Student_6346,0.73,71.34,Pass,1,49.91
Student_6347,2.74,61.6,Pass,1,59.12
Student_6348,9.8,40.96,Pass,1,98.31
Student_6349,5.96,73.75,Pass,1,99.77
Student_6350,7.1,47.43,Pass,1,88.29
Student_6351,0.07,44.8,Fail,0,30.9
Student_6352,5.18,85.33,Pass,1,90.2
Student_6353,0.38,40.57,Fail,0,27.38
Student_6354,5.69,97.54,Pass,1,100.0
Student_6355,9.21,70.92,Pass,1,100.0
Student_6356,9.68,98.98,Pass,1,100.0
Student_6357,5.41,43.48,Pass,1,68.35
Student_6358,4.58,75.01,Pass,1,79.12
Student_6359,9.45,60.96,Pass,1,100.0
Student_6360,6.74,90.61,Pass,1,100.0
Student_6361,0.65,61.67,Pass,1,46.82
Student_6362,4.66,55.63,Pass,1,64.15
Student_6363,2.4,91.45,Pass,1,77.26
Student_6364,4.7,62.48,Pass,1,71.85
Student_6365,4.55,41.01,Pass,1,63.39
Student_6366,5.82,63.42,Pass,1,89.15
Student_6367,3.57,79.27,Pass,1,76.89
Student_6368,1.64,55.26,Pass,1,40.28
Student_6369,5.04,65.92,Pass,1,75.39
Student_6370,8.3,43.4,Pass,1,88.8
Student_6371,6.64,75.29,Pass,1,88.82
Student_6372,3.38,85.38,Pass,1,83.91
Student_6373,9.36,64.8,Pass,1,100.0
Student_6374,9.12,65.21,Pass,1,100.0
Student_6375,2.09,45.3,Pass,1,51.18
Student_6376,0.39,52.12,Fail,0,30.89
Student_6377,7.41,49.28,Pass,1,90.1
Student_6378,8.28,68.9,Pass,1,100.0
Student_6379,9.68,71.76,Pass,1,100.0
Student_6380,8.9,96.94,Pass,1,100.0
Student_6381,6.01,44.39,Pass,1,72.47
Student_6382,5.3,75.99,Pass,1,92.49
Student_6383,0.28,71.59,Pass,1,46.93
Student_6384,2.47,70.97,Pass,1,63.04
Student_6385,4.6,92.39,Pass,1,82.18
Student_6386,6.29,52.33,Pass,1,88.07
Student_6387,5.57,42.45,Pass,1,71.15
Student_6388,7.43,80.34,Pass,1,100.0
Student_6389,2.8,60.71,Pass,1,64.49
Student_6390,5.65,41.06,Pass,1,76.07
Student_6391,0.88,55.08,Pass,1,45.86
Student_6392,4.14,58.56,Pass,1,67.02
Student_6393,7.5,77.01,Pass,1,100.0
Student_6394,6.93,50.36,Pass,1,90.6
Student_6395,9.91,64.78,Pass,1,100.0
Student_6396,2.78,68.95,Pass,1,73.35
Student_6397,4.98,67.55,Pass,1,80.51
Student_6398,3.3,98.44,Pass,1,80.16
Student_6399,4.41,42.73,Pass,1,54.76
Student_6400,8.57,97.06,Pass,1,100.0
Student_6401,6.84,74.92,Pass,1,100.0
Student_6402,8.82,87.74,Pass,1,100.0
Student_6403,2.04,65.82,Pass,1,49.63
Student_6404,8.73,67.23,Pass,1,100.0
Student_6405,0.6,92.76,Pass,1,53.62
Student_6406,8.89,93.76,Pass,1,100.0
Student_6407,3.29,54.32,Pass,1,58.64
Student_6408,3.15,51.95,Pass,1,54.48
Student_6409,5.12,69.77,Pass,1,76.38
Student_6410,9.41,94.02,Pass,1,100.0
Student_6411,0.48,59.34,Fail,0,37.37
Student_6412,3.52,79.12,Pass,1,77.22
Student_6413,8.57,82.49,Pass,1,100.0
Student_6414,3.96,86.72,Pass,1,87.67
Student_6415,1.99,73.84,Pass,1,57.8
Student_6416,4.25,64.15,Pass,1,63.19
Student_6417,3.86,98.02,Pass,1,94.65
Student_6418,9.15,76.68,Pass,1,100.0
Student_6419,7.62,83.71,Pass,1,100.0
Student_6420,5.05,60.7,Pass,1,76.6
Student_6421,9.88,80.2,Pass,1,100.0
Student_6422,4.65,55.47,Pass,1,67.83
Student_6423,0.58,54.71,Fail,0,34.77
Student_6424,2.62,82.88,Pass,1,68.73
Student_6425,4.36,71.28,Pass,1,84.73
Student_6426,1.57,81.0,Pass,1,61.15
Student_6427,9.48,56.17,Pass,1,100.0
Student_6428,7.67,75.92,Pass,1,100.0
Student_6429,2.68,66.64,Pass,1,60.17
Student_6430,5.91,75.82,Pass,1,93.96
Student_6431,7.21,57.45,Pass,1,94.57
Student_6432,9.41,82.93,Pass,1,100.0
Student_6433,8.82,88.36,Pass,1,100.0
Student_6434,5.15,55.59,Pass,1,72.43
Student_6435,7.75,58.04,Pass,1,100.0
Student_6436,5.62,79.67,Pass,1,87.03
Student_6437,5.53,81.74,Pass,1,90.96
Student_6438,1.15,82.25,Pass,1,61.54
Student_6439,1.26,80.96,Pass,1,63.03
Student_6440,5.3,63.57,Pass,1,79.58
Student_6441,2.69,63.69,Pass,1,57.68
Student_6442,0.21,55.29,Fail,0,28.24
Student_6443,7.23,49.41,Pass,1,90.11
Student_6444,0.32,81.55,Pass,1,58.08
Student_6445,5.95,45.59,Pass,1,87.78
Student_6446,5.39,96.27,Pass,1,100.0
Student_6447,9.69,89.6,Pass,1,100.0
Student_6448,4.84,91.45,Pass,1,88.99
Student_6449,0.64,94.4,Pass,1,52.37
Student_6450,5.52,64.52,Pass,1,83.76
Student_6451,8.41,90.8,Pass,1,100.0
Student_6452,9.97,49.48,Pass,1,100.0
Student_6453,4.3,41.3,Pass,1,64.76
Student_6454,3.2,87.09,Pass,1,79.08
Student_6455,9.07,44.49,Pass,1,100.0
Student_6456,1.91,99.31,Pass,1,62.75
Student_6457,6.15,80.49,Pass,1,100.0
Student_6458,4.06,85.21,Pass,1,80.71
Student_6459,0.41,54.75,Fail,0,32.62
Student_6460,3.47,80.43,Pass,1,74.4
Student_6461,2.65,42.59,Pass,1,44.97
Student_6462,6.86,90.27,Pass,1,100.0
Student_6463,9.49,50.18,Pass,1,100.0
Student_6464,2.68,81.84,Pass,1,67.75
Student_6465,8.11,53.47,Pass,1,97.46
Student_6466,0.55,44.11,Fail,0,23.43
Student_6467,5.38,68.89,Pass,1,83.3
Student_6468,0.71,50.16,Fail,0,30.29
Student_6469,9.34,83.77,Pass,1,100.0
Student_6470,7.66,54.25,Pass,1,94.55
Student_6471,6.58,60.55,Pass,1,80.95
Student_6472,8.24,74.05,Pass,1,100.0
Student_6473,6.48,57.1,Pass,1,88.94
Student_6474,9.69,62.68,Pass,1,100.0
Student_6475,7.14,88.94,Pass,1,100.0
Student_6476,9.25,50.75,Pass,1,100.0
Student_6477,5.17,44.93,Pass,1,65.85
Student_6478,1.17,59.7,Pass,1,41.24
Student_6479,5.28,65.46,Pass,1,82.53
Student_6480,1.27,72.56,Pass,1,46.46
Student_6481,5.92,62.35,Pass,1,74.76
Student_6482,4.82,87.39,Pass,1,88.7
Student_6483,6.23,42.36,Pass,1,74.59
Student_6484,0.1,65.91,Pass,1,40.82
Student_6485,1.95,62.94,Pass,1,50.29
Student_6486,4.91,78.85,Pass,1,92.96
Student_6487,9.51,97.98,Pass,1,100.0
Student_6488,3.84,70.62,Pass,1,67.4
Student_6489,4.24,99.21,Pass,1,95.88
Student_6490,7.15,58.13,Pass,1,86.27
Student_6491,6.04,41.85,Pass,1,67.43
Student_6492,2.99,49.94,Pass,1,54.5
Student_6493,4.11,63.71,Pass,1,65.84
Student_6494,2.18,58.98,Pass,1,52.16
Student_6495,9.66,45.82,Pass,1,100.0
Student_6496,1.31,65.96,Pass,1,45.75
Student_6497,3.72,60.29,Pass,1,55.42
Student_6498,0.26,47.36,Fail,0,31.19
Student_6499,2.22,57.77,Pass,1,46.19
Student_6500,7.8,93.19,Pass,1,100.0
Student_6501,2.01,58.12,Pass,1,48.39
Student_6502,0.8,82.84,Pass,1,55.07
Student_6503,4.74,76.72,Pass,1,83.2
Student_6504,0.1,65.63,Pass,1,41.15
Student_6505,0.85,54.34,Fail,0,35.77
Student_6506,8.08,62.14,Pass,1,100.0
Student_6507,7.71,75.53,Pass,1,97.76
Student_6508,9.15,61.05,Pass,1,100.0
Student_6509,8.55,52.89,Pass,1,100.0
Student_6510,6.83,46.99,Pass,1,85.22
Student_6511,0.52,92.79,Pass,1,54.96
Student_6512,7.83,66.42,Pass,1,98.45
Student_6513,8.46,77.51,Pass,1,100.0
Student_6514,7.99,69.42,Pass,1,100.0
Student_6515,5.08,92.35,Pass,1,92.35
Student_6516,2.33,72.82,Pass,1,63.61
Student_6517,8.45,68.85,Pass,1,100.0
Student_6518,7.27,95.48,Pass,1,100.0
Student_6519,9.81,83.18,Pass,1,100.0
Student_6520,1.56,46.69,Fail,0,36.44
Student_6521,2.26,50.66,Pass,1,41.18
Student_6522,2.12,87.23,Pass,1,67.92
Student_6523,7.93,90.15,Pass,1,100.0
Student_6524,1.87,72.71,Pass,1,47.53
Student_6525,0.67,73.27,Pass,1,45.75
Student_6526,9.99,77.92,Pass,1,100.0
Student_6527,0.25,66.35,Fail,0,39.15
Student_6528,8.35,80.81,Pass,1,100.0
Student_6529,3.65,46.51,Pass,1,49.31
Student_6530,8.42,97.68,Pass,1,100.0
Student_6531,5.55,85.01,Pass,1,99.98
Student_6532,9.02,77.87,Pass,1,100.0
Student_6533,9.26,58.98,Pass,1,100.0
Student_6534,0.09,49.66,Fail,0,32.09
Student_6535,0.75,64.56,Pass,1,41.39
Student_6536,2.5,79.69,Pass,1,60.78
Student_6537,6.69,78.02,Pass,1,98.26
Student_6538,8.88,62.96,Pass,1,100.0
Student_6539,4.6,76.8,Pass,1,87.48
Student_6540,6.07,88.82,Pass,1,100.0
Student_6541,1.88,41.58,Fail,0,34.23
Student_6542,8.05,67.04,Pass,1,100.0
Student_6543,9.67,85.51,Pass,1,100.0
Student_6544,2.69,72.77,Pass,1,64.82
Student_6545,4.95,79.09,Pass,1,92.09
Student_6546,0.86,71.0,Pass,1,52.93
Student_6547,5.59,99.51,Pass,1,100.0
Student_6548,5.03,43.28,Pass,1,64.9
Student_6549,1.44,69.46,Pass,1,44.33
Student_6550,4.42,45.48,Pass,1,69.11
Student_6551,3.34,49.59,Pass,1,54.24
Student_6552,5.22,62.98,Pass,1,87.32
Student_6553,5.86,49.33,Pass,1,77.46
Student_6554,0.08,97.82,Pass,1,69.46
Student_6555,7.61,96.81,Pass,1,100.0
Student_6556,7.13,60.17,Pass,1,85.98
Student_6557,3.66,78.38,Pass,1,73.24
Student_6558,0.53,72.03,Pass,1,46.61
Student_6559,7.55,88.94,Pass,1,100.0
Student_6560,9.55,77.65,Pass,1,100.0
Student_6561,2.4,40.02,Fail,0,36.38
Student_6562,3.24,85.79,Pass,1,77.42
Student_6563,1.84,84.81,Pass,1,66.79
Student_6564,5.77,70.58,Pass,1,83.49
Student_6565,1.55,94.18,Pass,1,78.61
Student_6566,3.56,94.51,Pass,1,85.5
Student_6567,6.97,71.43,Pass,1,94.53
Student_6568,5.6,76.48,Pass,1,82.54
Student_6569,3.86,99.79,Pass,1,91.05
Student_6570,4.2,57.93,Pass,1,67.06
Student_6571,5.62,59.48,Pass,1,84.56
Student_6572,0.06,50.97,Fail,0,30.35
Student_6573,0.79,93.75,Pass,1,56.6
Student_6574,8.81,84.67,Pass,1,100.0
Student_6575,0.78,46.34,Fail,0,36.22
Student_6576,7.07,98.91,Pass,1,100.0
Student_6577,9.2,83.86,Pass,1,100.0
Student_6578,2.71,91.03,Pass,1,78.67
Student_6579,3.7,42.89,Pass,1,48.19
Student_6580,5.69,70.3,Pass,1,88.49
Student_6581,8.82,81.92,Pass,1,100.0
Student_6582,9.42,72.58,Pass,1,100.0
Student_6583,7.4,80.0,Pass,1,100.0
Student_6584,0.87,89.07,Pass,1,57.38
Student_6585,6.69,62.46,Pass,1,99.31
Student_6586,4.1,90.92,Pass,1,93.51
Student_6587,4.71,49.77,Pass,1,51.06
Student_6588,0.49,56.25,Pass,1,43.45
Student_6589,1.91,42.6,Pass,1,40.47
Student_6590,7.91,61.87,Pass,1,96.86
Student_6591,4.54,62.79,Pass,1,68.96
Student_6592,3.02,88.32,Pass,1,72.41
Student_6593,3.84,79.19,Pass,1,74.83
Student_6594,8.54,66.2,Pass,1,100.0
Student_6595,7.49,79.13,Pass,1,100.0
Student_6596,2.72,43.17,Pass,1,42.46
Student_6597,1.18,50.82,Pass,1,41.55
Student_6598,2.52,77.62,Pass,1,66.98
Student_6599,9.21,78.48,Pass,1,100.0
Student_6600,5.82,86.45,Pass,1,98.1
Student_6601,5.33,64.18,Pass,1,74.61
Student_6602,5.96,83.35,Pass,1,100.0
Student_6603,3.66,81.04,Pass,1,72.88
Student_6604,8.07,97.8,Pass,1,100.0
Student_6605,5.23,52.91,Pass,1,67.76
Student_6606,1.17,73.1,Pass,1,49.78
Student_6607,1.29,76.11,Pass,1,54.18
Student_6608,5.37,99.92,Pass,1,100.0
Student_6609,9.37,52.07,Pass,1,100.0
Student_6610,3.08,71.39,Pass,1,67.57
Student_6611,8.7,60.77,Pass,1,100.0
Student_6612,7.64,71.55,Pass,1,94.87
Student_6613,2.48,53.93,Pass,1,47.01
Student_6614,0.36,42.86,Fail,0,23.19
Student_6615,1.02,74.35,Pass,1,43.92
Student_6616,7.28,60.15,Pass,1,90.73
Student_6617,2.0,50.92,Pass,1,49.99
Student_6618,3.71,59.44,Pass,1,62.39
Student_6619,5.02,42.96,Pass,1,64.27
Student_6620,7.25,97.03,Pass,1,100.0
Student_6621,1.13,74.87,Pass,1,49.98
Student_6622,4.06,88.89,Pass,1,83.51
Student_6623,4.85,65.39,Pass,1,81.25
Student_6624,5.41,94.2,Pass,1,91.43
Student_6625,8.18,69.0,Pass,1,100.0
Student_6626,1.72,74.44,Pass,1,63.86
Student_6627,8.08,69.51,Pass,1,100.0
Student_6628,6.93,84.0,Pass,1,95.26
Student_6629,5.56,74.0,Pass,1,95.28
Student_6630,7.0,56.3,Pass,1,93.45
Student_6631,4.12,48.73,Pass,1,66.54
Student_6632,1.38,76.37,Pass,1,48.14
Student_6633,6.66,69.35,Pass,1,100.0
Student_6634,5.25,45.76,Pass,1,65.59
Student_6635,6.39,63.74,Pass,1,86.82
Student_6636,3.38,70.89,Pass,1,66.06
Student_6637,9.07,89.61,Pass,1,100.0
Student_6638,5.87,44.57,Pass,1,72.8
Student_6639,0.85,60.91,Pass,1,45.75
Student_6640,4.5,89.36,Pass,1,90.0
Student_6641,7.56,78.91,Pass,1,100.0
Student_6642,7.94,57.4,Pass,1,93.23
Student_6643,4.95,90.72,Pass,1,100.0
Student_6644,8.95,69.6,Pass,1,100.0
Student_6645,2.68,69.9,Pass,1,65.44
Student_6646,4.11,98.6,Pass,1,93.92
Student_6647,8.99,96.83,Pass,1,100.0
Student_6648,8.96,61.51,Pass,1,100.0
Student_6649,6.86,48.43,Pass,1,83.25
Student_6650,8.59,59.54,Pass,1,100.0
Student_6651,0.89,41.83,Pass,1,41.04
Student_6652,8.65,41.25,Pass,1,93.62
Student_6653,3.21,63.73,Pass,1,58.59
Student_6654,1.78,96.46,Pass,1,70.19
Student_6655,2.39,92.28,Pass,1,67.96
Student_6656,4.18,70.69,Pass,1,77.71
Student_6657,2.51,73.91,Pass,1,69.75
Student_6658,3.21,40.36,Pass,1,49.29
Student_6659,1.35,52.93,Fail,0,34.45
Student_6660,2.96,41.49,Pass,1,53.68
Student_6661,5.72,85.27,Pass,1,88.04
Student_6662,4.42,48.74,Pass,1,56.87
Student_6663,3.47,92.14,Pass,1,82.15
Student_6664,7.46,78.6,Pass,1,100.0
Student_6665,8.94,53.77,Pass,1,100.0
Student_6666,7.57,49.46,Pass,1,89.91
Student_6667,3.32,77.66,Pass,1,81.96
Student_6668,7.44,94.05,Pass,1,100.0
Student_6669,1.52,83.1,Pass,1,67.19
Student_6670,1.3,60.91,Pass,1,50.88
Student_6671,3.46,75.24,Pass,1,66.36
Student_6672,8.08,58.65,Pass,1,98.98
Student_6673,2.46,99.95,Pass,1,90.27
Student_6674,0.63,84.93,Pass,1,53.48
Student_6675,1.32,76.86,Pass,1,53.3
Student_6676,8.59,65.4,Pass,1,100.0
Student_6677,6.34,77.09,Pass,1,94.63
Student_6678,2.53,60.5,Pass,1,52.57
Student_6679,5.55,41.73,Pass,1,67.02
Student_6680,5.28,63.71,Pass,1,87.63
Student_6681,6.55,95.83,Pass,1,100.0
Student_6682,2.33,77.58,Pass,1,58.55
Student_6683,8.64,45.04,Pass,1,88.59
Student_6684,3.09,93.1,Pass,1,91.61
Student_6685,6.94,56.13,Pass,1,88.08
Student_6686,0.16,54.63,Fail,0,36.23
Student_6687,3.73,57.83,Pass,1,60.68
Student_6688,3.52,74.63,Pass,1,74.54
Student_6689,5.43,72.68,Pass,1,94.34
Student_6690,0.73,69.48,Pass,1,44.27
Student_6691,7.9,83.05,Pass,1,100.0
Student_6692,2.18,58.99,Pass,1,45.81
Student_6693,6.77,86.92,Pass,1,100.0
Student_6694,8.03,50.52,Pass,1,95.89
Student_6695,5.62,86.96,Pass,1,95.07
Student_6696,7.41,79.83,Pass,1,100.0
Student_6697,6.62,80.99,Pass,1,99.0
Student_6698,3.56,68.89,Pass,1,67.52
Student_6699,8.09,80.02,Pass,1,100.0
Student_6700,2.95,44.79,Pass,1,49.98
Student_6701,5.71,91.09,Pass,1,99.63
Student_6702,7.45,43.33,Pass,1,88.04
Student_6703,3.79,48.92,Pass,1,57.06
Student_6704,3.03,74.61,Pass,1,65.15
Student_6705,4.59,84.36,Pass,1,87.3
Student_6706,8.18,44.58,Pass,1,84.13
Student_6707,9.3,95.25,Pass,1,100.0
Student_6708,5.45,98.42,Pass,1,93.34
Student_6709,6.61,76.36,Pass,1,100.0
Student_6710,9.03,68.87,Pass,1,100.0
Student_6711,0.99,84.48,Pass,1,53.98
Student_6712,2.32,59.7,Pass,1,57.69
Student_6713,7.09,69.6,Pass,1,99.04
Student_6714,8.24,94.97,Pass,1,100.0
Student_6715,8.57,97.34,Pass,1,100.0
Student_6716,4.15,95.62,Pass,1,92.15
Student_6717,0.89,55.75,Fail,0,36.6
Student_6718,4.38,53.95,Pass,1,72.88
Student_6719,2.31,57.86,Pass,1,53.27
Student_6720,2.91,66.48,Pass,1,59.67
Student_6721,7.72,58.85,Pass,1,100.0
Student_6722,0.76,62.45,Pass,1,46.43
Student_6723,8.28,77.24,Pass,1,94.31
Student_6724,4.28,85.75,Pass,1,83.26
Student_6725,5.96,84.13,Pass,1,91.24
Student_6726,0.9,88.87,Pass,1,56.52
Student_6727,3.37,41.93,Pass,1,51.39
Student_6728,0.9,42.86,Fail,0,34.69
Student_6729,9.62,87.36,Pass,1,100.0
Student_6730,8.07,71.98,Pass,1,100.0
Student_6731,4.6,74.69,Pass,1,84.8
Student_6732,2.24,43.16,Pass,1,46.69
Student_6733,9.33,55.32,Pass,1,100.0
Student_6734,3.45,78.3,Pass,1,81.01
Student_6735,1.61,91.55,Pass,1,66.23
Student_6736,5.63,95.02,Pass,1,100.0
Student_6737,9.44,70.03,Pass,1,100.0
Student_6738,0.04,72.73,Pass,1,49.24
Student_6739,2.38,89.98,Pass,1,72.64
Student_6740,9.38,72.26,Pass,1,100.0
Student_6741,1.71,71.01,Pass,1,54.26
Student_6742,1.13,94.31,Pass,1,66.07
Student_6743,5.7,87.4,Pass,1,100.0
Student_6744,8.62,94.54,Pass,1,100.0
Student_6745,4.77,53.09,Pass,1,71.81
Student_6746,9.95,71.46,Pass,1,100.0
Student_6747,6.79,90.55,Pass,1,100.0
Student_6748,0.74,46.67,Fail,0,39.79
Student_6749,9.93,87.68,Pass,1,100.0
Student_6750,4.08,50.98,Pass,1,64.6
Student_6751,2.87,88.49,Pass,1,83.33
Student_6752,5.58,76.72,Pass,1,87.14
Student_6753,3.04,51.59,Pass,1,53.79
Student_6754,0.86,68.4,Pass,1,59.65
Student_6755,0.01,80.91,Pass,1,51.0
Student_6756,4.5,78.03,Pass,1,80.29
Student_6757,8.37,65.63,Pass,1,100.0
Student_6758,5.72,93.96,Pass,1,99.3
Student_6759,9.99,71.16,Pass,1,100.0
Student_6760,2.87,70.35,Pass,1,72.03
Student_6761,2.8,43.74,Pass,1,43.13
Student_6762,1.6,95.33,Pass,1,82.26
Student_6763,1.64,50.63,Pass,1,41.05
Student_6764,2.85,71.7,Pass,1,76.49
Student_6765,7.93,88.21,Pass,1,100.0
Student_6766,9.06,52.93,Pass,1,100.0
Student_6767,9.75,71.64,Pass,1,100.0
Student_6768,2.32,54.44,Pass,1,55.41
Student_6769,8.81,85.58,Pass,1,100.0
Student_6770,3.28,73.86,Pass,1,68.07
Student_6771,1.13,91.36,Pass,1,57.31
Student_6772,8.7,93.67,Pass,1,100.0
Student_6773,6.36,78.92,Pass,1,99.35
Student_6774,1.65,83.52,Pass,1,60.95
Student_6775,4.3,72.95,Pass,1,79.56
Student_6776,2.87,63.07,Pass,1,62.45
Student_6777,7.37,78.89,Pass,1,100.0
Student_6778,4.53,94.5,Pass,1,94.91
Student_6779,9.89,65.0,Pass,1,100.0
Student_6780,0.55,58.86,Fail,0,36.22
Student_6781,3.55,63.31,Pass,1,70.32
Student_6782,4.82,66.12,Pass,1,74.35
Student_6783,5.03,44.41,Pass,1,64.6
Student_6784,3.16,69.91,Pass,1,67.59
Student_6785,7.29,69.66,Pass,1,100.0
Student_6786,8.75,75.31,Pass,1,100.0
Student_6787,9.39,61.77,Pass,1,100.0
Student_6788,8.05,76.79,Pass,1,100.0
Student_6789,8.51,92.69,Pass,1,100.0
Student_6790,5.51,97.33,Pass,1,100.0
Student_6791,8.26,75.02,Pass,1,100.0
Student_6792,3.04,42.56,Pass,1,48.38
Student_6793,3.98,98.15,Pass,1,97.43
Student_6794,3.17,82.35,Pass,1,72.9
Student_6795,4.67,60.16,Pass,1,64.92
Student_6796,2.86,48.83,Pass,1,65.89
Student_6797,9.62,48.61,Pass,1,100.0
Student_6798,3.13,50.06,Pass,1,61.64
Student_6799,0.98,42.73,Pass,1,40.5
Student_6800,5.27,94.13,Pass,1,100.0
Student_6801,0.57,72.45,Pass,1,47.04
Student_6802,1.11,82.0,Pass,1,59.51
Student_6803,2.19,89.69,Pass,1,64.96
Student_6804,4.64,87.49,Pass,1,99.56
Student_6805,4.33,92.96,Pass,1,86.16
Student_6806,8.0,98.04,Pass,1,100.0
Student_6807,7.39,66.34,Pass,1,99.42
Student_6808,4.26,97.02,Pass,1,91.75
Student_6809,3.34,83.4,Pass,1,73.48
Student_6810,3.16,44.24,Pass,1,58.8
Student_6811,7.74,80.91,Pass,1,100.0
Student_6812,0.52,81.2,Pass,1,54.49
Student_6813,0.13,94.35,Pass,1,55.65
Student_6814,7.96,62.38,Pass,1,100.0
Student_6815,4.77,75.09,Pass,1,80.89
Student_6816,1.31,40.73,Pass,1,42.77
Student_6817,2.36,59.92,Pass,1,55.39
Student_6818,9.33,43.73,Pass,1,100.0
Student_6819,8.6,71.31,Pass,1,100.0
Student_6820,7.1,89.05,Pass,1,100.0
